============================================================
戸塚宏 発言記録集（圧縮版）
[02:40] 。だから1丁前円になったらなんとかAI
[02:44] は使ってもよろしいがそれまでは使っては
[02:47] いかんということにせねや。それをAIを
[02:50] 使わせるのがいいことなんだという。
[02:53] マスコミはそう言っとるやん。だからダメ
[02:55] なんよ。あいつらなトレーニングという
[02:57] 意識がない
[02:59] 。すいません。
[03:01] 育のお話になっちゃったんですけど、得意と体育で例えばどういう試験を作ったらいいみたいなのってありますか?
[03:07] 特育はね、人間性が高いって言うとよくその意味が分からんと思うんよ。だけど例えば頑張るとか善であるとかいうのも人間性が高いんそやね。
[03:19] だから得意をしっかりやっておけば、
[03:22] 例えば労働力としても頑張って一生懸命
[03:26] やって成果を上げるという、そういう人間
[03:29] が人間性が高いんや。得意この成功者や。
[03:32] 今口で言って何ができるね。あれはいけ
[03:36] ません。右が通行しましょう。人に悪い
[03:39] ことをしていけません。そんなもの何にも

--- 動画: [For advanced users] Hiroshi Totsuka's explanation of Confucianism #Totsuka Yacht School #Hiroshi... ---
[00:00] まず銃の意味だ。雨がついとるやろ。で、
[00:03] 下のこれ思考という字やね。これどういう
[00:07] 意味なんや?これが分からんと授況分から
[00:10] んやろ。これの教えなんだから。で、これ
[00:13] は雨をするという意味なんだ。で、下これ
[00:17] はね、人間の姿なんよ。頭に曲げを言って
[00:22] ないから後ろが平らになっとるやろ。で、
[00:25] 首で手で足やろ。こいつは雨をするという
[00:30] のは火球の巫女とか不っていうかね。氷主
[00:34] みたいなか巫女なんだ。で実際に偉い人
[00:39] 偉い人はそういう現場で雨声なんかしない
[00:41] 。さっきの神様に聞くああいうこともやら
[00:44] んのだ。あれはみんな不巫か法か主。これ
[00:49] がやることは現場の人間ないじゃん。
[00:53] ということは雨をする現場の人間神の声を
[00:58] 聞いたと思って実際自分の本能を聞くこと
[01:02] ができるそういう人間の教えなんだ。だ
[01:06] から非常にこう現実的なだから資の譲渡の
[01:11] あれは資やな資は同になるんだ。非常に
[01:17] こう指弁的同居を見るとまるで哲学やろ。
[01:21] で、授教の方は現実的なんだ。実際に自分たちであれしとるからね。だから我々は授教の方を信用したらええ。同胸の方は別的やもんでなんかこうな、必ずあれみたいに理性で考えとるわね。
[01:37] 1個質問いいですか?ヤ和魂とか仏教とか
[01:40] 動物行動学はこれいいっていう人結構聞く
[01:43] んですけど授教は僕の周りだとあんまり
[01:47] こう役に立つってこ言ってる方があんまり
[01:50] 校長以外知らなくてこれなぜだと思います
[01:52] か?
[01:53] [音楽]
[01:54] あれは昔の受教学者がちょっとサボとった
[01:58] んやな。今ねも特に申しなんてのは呼んで
[02:02] みるとね解釈が間違っとるわ。解釈でき
[02:06] なかったんや。だから役にも立たんのや。
[02:09] だけど我々のような現場の人間は
[02:12] ものすごい役に立つんや。それに書いて
[02:14] ある通りにやったらその通りの答えが出て
[02:17] くる科学やね。だから今までの授教学者と
[02:21] かああいう連中はちょっと偏裁やったんや
[02:24] ね。自分で考える力がなかったもん。で、
[02:27] 中国のそれも2つに分かれ趣旨と妖名、
[02:32] 要名学と趣旨学ろさらに2つに分かれて俺
[02:35] が正しい、俺が正しいと言ってるような
[02:37] 状態やからこれが絶対というものはないね
[02:40] 。あれからね高知症を出て高知症で仏教を
[02:45] やったもんで今度は授教もやっとかんと
[02:48] いかんなと思って授教の勉強会してもらっ
[02:51] たんやその時にどうしても納得できんわけ
[02:54] よ。先生の言うことが。で、勉強会の
[02:57] 始まる1時間前にその先生と会って色々
[03:00] わーっと質問していくんよ。これこうや
[03:02] ないかこうやないか。そしたらなんとね3
[03:05] 回目俺は生まれて授況を始めて3回目だ。
[03:09] 俺が先生やったぜ。こんな程度かと思った
[03:11] よ。今度は別のとこでね、授況の勉強会が
[03:14] あるというもので行ってみたら猛子をやっ
[03:17] とった。こので今俺がもう1番使う猛子の
[03:21] 不同心を動かさざるというところをやっ
[03:24] とってそれを聞いたんやけどね。これ全く
[03:27] 別の人なんやけどどうしても納得できん
[03:30] ないでここずっとこうおかしいおかしい
[03:33] おかしいおかしいて言うとったら首になっ

--- 動画: This is the cause of the rapidly increasing problem of monster parents #Totsuka Yacht School #Tot... ---
[00:00] 今回モンスターペアレントについて校調の意見を伺いたいんですけど。
[00:04] はい。あ、はい。
[00:05] まずモンスターペアレントっていうのは結構聞いたことありますか?
[00:08] うん。うちもたくさん来たよ。うちは幸いにして効律じゃないし義務教育でもないからね。嫌ならやめとけって言うんや。うちに頼みに来る限りはうちの言うことをそのまま聞け。
[00:21] で、あんたらができるんだったら、
[00:23] ちゃんと意見を言えるんだったら、こ、
[00:26] お前んとこみたいな子供ができるわけない
[00:28] やないかい。そんな子供を作っておいて、
[00:31] まだ自分の意見を言うというのは俺は
[00:34] ふざけた話やで。うちでさえもそうなんだ
[00:37] から。まししては学校義務教育の場ではね
[00:40] 、あ、言うよ。ただ自分が何を言っとるか
[00:44] は分かってないやろ。マスコミに書いて
[00:47] あることばっかりを言っとるんだ。その
[00:49] 通りのこと。
[00:50] 自分の考えなんかどこにもないよ。あいつらはね。
[00:53] 最近でちょっと話題になったやつだと
[00:55] うん。
[00:55] 寝てる生徒に対して学校の先生がちょっと起きろってこうポンって
[01:00] 叩くか手を乗せるかした時にまそれが体罰って言って、
[01:04] ま、保護者が乗り込んできて学校の先生が謝罪みたいな。うんうん。やめりゃええやん。だから学校側としてやならやめてくださいと言えばええんやん。うちはこういう風にやってますしそこへあんた方が入ってきた。
[01:18] それが気にあんのやったらやめてくれ言っ
[01:21] て要する転校すりゃええやないか。それが
[01:23] 言えんのが学校がダメなとこやないの。
[01:26] 自分たちはプロだ。プロが素人の言うこと
[01:29] を聞くやつがあるか。
[01:32] これ構造的にその保護者の方が学校よりも
[01:36] 強くなってしまってるっていうとこだと
[01:38] 思う。そういう風にしちまったわけやろ。
[01:40] バカマスコミのおかげで。それは逆や。
[01:43] 教育してもらいたいの。そうじゃないの。
[01:45] 教育してもらいたいんなら黙って教育され
[01:48] よ。引ったくのも教育の1つだ。あの
[01:51] バカマスコミが。体罰は教育でない。体罰
[01:54] をするのは法律違反で消しからん。
[01:57] 消しからんと言い続けたもんで。批判的に
[02:01] 権力者マスコミを見る能力のない親。
[02:05] ほとんど母親やろ。それがマスコミの言う
[02:08] 通りの行動。ああ、私もここで言え
[02:11] るってのもんやろね。自分たちはええこと
[02:13] しとるつもりでおるんや。
[02:16] これ和とかだとモンスターペアレントって言われるような人達っていなかったんですか?
[02:22] 初めはいなかったよね。だから後からリベラルがわけのわからんことばっかり言い出して強制してはいかんの。列を作らしてはいかんの。幼稚園は
[02:32] 100m競争は全員
[02:34] 1
[02:34] 手前で止まって手をついではい全員一しというあいうことをやらした世代の頃から始まったんやね。
[02:44] それを作ったのは日教やで。日教がそう
[02:47] いうことをやりそうな親に対して洗脳して
[02:51] やね。で、やらしとるんや。左翼は悪い
[02:54] ことばっかりやろ。必ず。なぜならば左翼
[02:57] は悪だからや。それをマスコミは星は悪だ
[03:02] けど左翼は善にしたやろ。で、そんなこと
[03:04] になっちまった。
[03:07] 学校の先生からしたらモンスターペアイレントに対する対処ってもうどうしようもない部分も多いと思うんですよね。
[03:15] できないやね。したら怒られるんね。あいつらの特徴用よ。必ず教育委員会とかマスコミに告げ口をするんやね。告口外交なんで韓国がやって嫌がらじゃん。日本は悪い国です。言ってアメリカに言いにくいや。あれと同じやね。
[03:33] もっと先生よりも強いとこに対して、あの
[03:36] 先生は悪い先生ですと言いに行く。それの
[03:39] 言うことを聞かい
[03:42] 教育委員会だって言って文部省に言ってか
[03:44] れるもんで、みんなもどっか途中で折れて

--- 動画: A question from a viewer with a standard deviation of 70 ---
[00:00] 視聴者からの質問の方で
[00:02] 偏差修査について面白い質問があったのでちょっと読ませていただきたいです。
[00:06] はい。はい。
[00:08] 私は一般に言われる偏差に分類される人間だと思いますが、どっちかやっとスクールの方の教育感や主張には同意する部分も多くあると感じています。
[00:18] で、日本を停滞させてきた人間が偏差値
[00:21] 70
[00:21] を超えるようなそうではなく、むしろ偏差値
[00:24] 50から65
[00:25] 程度のいわゆる偏差値修とは言えないそうなのではないかということについてはどうお考えですか?偏差取材という言葉について当者としてや括されてる印象を受けるため表現についてもご一向いただけますと幸いですっていう質問なんですけど
[00:39] うんそれはね彼がね共満なんよ傲はええことなんよ
[00:41] [音楽]
[00:45] うんふん
[00:45] ちゃんとできるから傲慢なんやで
[00:47] もせんのにいっとるのは共満なんやから
[00:50] 本人まず自分が優れとるということを行動
[00:54] で示してみろよ。なぜ偏差修催がいかんか
[00:57] と言うと教育の失敗者なんや。教育は
[01:01] 地区育体育
[01:02] やろ。地区の目的は
[01:04] 論理的思考力[音楽]をつける
[01:06] 論理的思考能力を養うことなんや。ところ
[01:09] が偏修というのは物覚えのえい人[音楽]
[01:12] や。だから自分は偉いんだと思い込んじむ
[01:16] 物覚えがええということは人の意見を盗ん
[01:20] どるということやだから実際に行動して
[01:22] 自分で作った意見やないもんでも脆ろいわ
[01:25] な。しかも自分の言っとることを自分で
[01:27] できんやろ。そこがいかん。得意区。得意
[01:30] やったか?得意育って何なんやねん。得意
[01:33] [音楽]区は人間性を高めることだ。だっ
[01:36] たら人間性って何なんや?それをどのよう
[01:39] な方法で高めるんだ?それを言ってみ。
[01:42] 例えばね、論語なんかが非常にいいのは
[01:46] リーダーもの。偉くなる人。中国は役人の
[01:50] あれやからね。過去ので偉くなるんやから
[01:53] 。ので偉くなった人がリーダーになっても
[01:57] ええのかということやね。論語を読むと
[02:00] 分かるのはのことは何つ書いてないんやで
[02:03] 。みんな得意のことを書いてあるんや。だ
[02:06] [音楽]からリーダーの1番の要素は人間
[02:10] 性の高いこと。これが1番の要素なん。だ
[02:13] から自分の人間性が高いということを証明
[02:16] したらええんだ。ただしどのようにして
[02:20] 高くなったかを言えよ。トレーニング法が
[02:22] 分かっとるのかから[音楽]体育体育やっ
[02:26] たの?今の学校では体育やってないよ。今
[02:29] の学校でやっとんのは体育と消して
[02:32] スポーツをやっとるんだ。体育とスポーツ
[02:35] は全然目的が違う。だから体育をちゃんと
[02:39] やってないんだから行動力はない。体育の
[02:42] 目的は正しい行動をすることなんや。少年
[02:45] と一緒で。だから体育をちゃんとやって
[02:47] ないやつは正しい行動ができんよ。
[02:51] 修催君はどの部分で優れとるんだ?
[02:55] 反論でありそうなのが暗記ばっかりじゃなくて、ま、一定の大学レベルになると論述とかしっかり論理的思考を試されるような問題もあるのかなと思うんですけど、これについてどうですか?
[02:59] [音楽]
[03:07] [音楽]
[03:08] うん。だからそん時はもう遅いやろ。小さい時にそれができるんやから。だから小学校のうちから思考能力を高めとかないかんのや。
[03:17] [音楽]
[03:18] あ、なるほど

--- 動画: Hiroshi Totsuka's Patriotism ---
[00:00] 愛国心についての動画に質問が来ていたので校調に答えていただきたいと思いますと。先生は冤罪をかけられ、しかも人質法によって不闘に拘束され続け、地方行政など国家期間から多大な被害をったと推いたします。それにも関わらずなぜ変わらぬ愛国心を抱いておられるのでしょうか?
[00:22] 愛国心というのは国家機関に対する愛じゃないわね。国に対する愛だから。
[00:27] むしろ国民に対する愛やで。だから愛国が
[00:32] あればあのバカどもをおっ払らうことが
[00:34] できるじゃん。民主主義っていうのはそう
[00:36] いう風やからね。ダメなやつを権力の座
[00:38] から通報することができるのが民主主義な
[00:41] んだからああいうダメ[音楽]な完僚に
[00:43] しろ政治家はねみんなで選んだんだから
[00:46] しょうがないよね。だけど本当はよく
[00:49] 分かってあいうダメな政治家というのは
[00:52] おっ払らわんといかんわな。
[00:53] 司法とかあと裁判所とかにも不闘の扱いを受けたっていうことなんですけど、それでもその愛国心っていうのはこうやっぱもう別物のっていうことなんですかね。
[00:56] [音楽]
[01:02] それ愛国心っていうのはね、本能としてあるんだね。だから愛国心というのは消えないんよ。自分の中から。
[01:10] 校長の愛国心っていうのは例えばなんかどういう時に感じるとかありますか?
[01:16] 国を守るということ。例えばね、ヨのレースやるやろ。
[01:20] シングルハンドレース言って
[01:21] サンフランシスコから沖縄までのレース
[01:24] やったんやりでレースてな厳しいんよね。
[01:27] ヨだからのんびりしとろやろう言うて
[01:29] みんな思っとるけどとんでもない顔を死ん
[01:32] で頑張っとるわけやな。というのはゴール
[01:35] した時1秒負けたらもうダメな[音楽]ん
[01:37] だからスポーツは勝つことが目的だから
[01:41] ともかく1秒を受けって頑張らんといかん
[01:43] でその時にあもう限度があるもんでな
[01:46] 頑張るにも最初はもう俺のためにと思っ
[01:49] てるわけ俺が優勝して名をあげるんだと
[01:52] いうのが頑張る理由やそれはまあええかと
[01:56] いうもうこんなに辛いんやったらもう
[01:58] 頑張るのやめて少し楽しようかなと
[02:01] 思い出すんやでその時にね今度[音楽]は
[02:03] 家族のためにとか周りの自分の仲間のため
[02:06] にという風に思うんや。それやったら
[02:09] 頑張れるやろ。で、また少し頑張るんや。
[02:11] で、それもね、ダメになってくるんや。
[02:13] こんなに辛いんやったら、まあ、家族は
[02:15] 我慢してもらおう。仲間も我慢して
[02:17] もらおうということになる。そうするとね
[02:20] 、次にスポンサーのためにと思うわ。これ
[02:23] だけの金を出してくれて、これだけ色々
[02:25] 優遇してもらって、負けたではすまんなと
[02:28] 思う。仮があるわけやからね。そのために
[02:31] 頑張ろうと思うわ。そのうちにそれもまあ
[02:33] ええかっていうことになってくるんよ。2
[02:35] 位でも許してもらおうと思うことね。そし
[02:38] たらね、今度は国のために頑張ろうと思う
[02:41] [音楽]んや。外人がおるもんでね。
[02:43] あんなもんに負けたら国の恥やかけ
[02:45] たレースやからね。だから国のために
[02:49] 頑張るぞと思うわ。愛国なん。最後は愛国
[02:52] が頑張らせてくれる。そ僕の周りの経営者
[02:55] の方とかでもなんか愛国のために
[02:58] るっていう[音楽]方が優秀な方が多い。
[03:00] そうやろね。
[03:01] 本能にあるから、その本能はなくならんからね。
[03:05] [音楽]
[03:05] もう優れたリーダーっていうのはもう愛国心が強い。本能が強いから愛国心が強いっていうのは当たり前なんですかね。
[03:11] うん。そうなんけどね、こういう例があるんよ。

--- 動画: "Our Purpose in Life" - Hiroshi Totsuka's Philosophy of Life ---
[00:00] 本能は全っていうのは本当に合ってるんですかね。
[00:04] だってほんの進化しながらできてくるからね。何年経っとる?生物ができてからずっと本能で生きてきたんだ。進化してきたんだ。何年経っ我々を生き延びさしたんだ。どし信者能。これは精神の目的だよ。我々が生きる的だよ。
[00:29] 種族保存なんよ。それがみんな嫌やろ。
[00:32] 自分のためにと思いたいもんね。違うんや
[00:35] 。種族保存で今まで40億年間進化し
[00:39] ながら種族保存をしてくれたから。今自分
[00:43] がいるんじゃん。先祖に感謝せにゃなあ。
[00:46] それをあのバカども古いとか言ってさ、
[00:49] 否定しようとするじゃんなあ。だからダメ
[00:52] なんだ。もっと感謝の気持ちを持ってな。
[00:55] こ精一杯生きてちゃんと思孫を残すことが
[00:58] できるじゃん。で、それが最高の幸福を
[01:02] 生産じゃん。子供を生産生む、子供を
[01:04] 育てる。その前に結婚するとから始まって
[01:07] 子供を生む、子供を育てる。子供が1人前
[01:10] になる。そのためにお祝いするじゃん。
[01:12] 嬉しってね。あれが最高の幸福なんだ。
[01:15] 個人主義ヨーロッパお得意のあんなもんに
[01:18] 毒されるんじゃない。いざとなったら
[01:20] 我が身を捨てて国のためによ。みんな
[01:23] 今までそうしてくれたから。
[01:24] 今の我々があるんだ。我々もお返しをせね。子孫のためにね。
[01:30] 本能が全だと悪の定義はどうなるんですか?
[01:41] 本能に反するのが悪く。例を上げる。例えばシットという感情がある。嫉妬は同じ試験を受けて自分が
[01:42] 80
[01:43] 点、自分のライバルが90
[01:44] 点。その時に嫉妬が湧いてくるね。奴のが上だということになって価値があるということやからその嫉妬は怒りやろ。
[01:52] その怒りというのは立ち向かうという行動
[01:55] をするわけよ。で、その原因となった数学
[01:58] のテストやった。その数学に立ち向かうの
[02:00] さ。で、一生懸命数学の勉強をして次の
[02:03] 試験の時に自分が85点でやが80点だっ
[02:08] たら自分の方が上になった。目的達成や。
[02:10] だから嫉妬が綺麗に消える。嫉妬が消えて
[02:14] やったという幸福になるからね。ところが
[02:17] 大変なやん。一生懸命勉強して楽しい時間
[02:20] ゲームをちょっと遠慮せないかいいことが
[02:23] なくなる苦しいことが多くなるだから
[02:25] もっとデっ取り早く嫉妬を消そうとするん
[02:28] やたらその自分より上のやつを自分1人で
[02:31] はとても叶わんもんでみんなで寄ってたっ
[02:34] て踏ん付けちまう自分たちより下になった
[02:37] そこで嫉妬が消えてやったになるんやけど
[02:41] それ数学でやったわけはないんやからね
[02:44] 残るんだいつまでだってもだからそういう
[02:47] 方法はあ、自分が勉強する、自分が進歩
[02:50] するという方法は全なんだけども、嫉妬は
[02:53] 出来上がった理由があって、その通り本能
[02:56] 通りに使えばええんだが、本能の強い人は
[03:00] 嫉妬を正しく使う。これを食うと言うんや
[03:03] ぞ。
[03:05] 仏教で言う空というのは本能通りの理性の
[03:09] ことや。これがもし踏ん付けてみんなで
[03:12] やっちまってでも嫉妬が消えやり方が悪い
[03:15] かなってもっとひどくやっつけても
[03:17] やっぱり嫉妬は消えいつまで経っても嫉妬
[03:19] が残るやろこの状態をリ廻転うんだ。やっ
[03:24] てもやっても目的は達成できないそうやね
[03:27] 。やり方が間違っとるからね。数学で勝負
[03:30] せんといかんのに相手を殴り倒すことで

--- 動画: [Hiroshi Totsuka] The true nature of rapidly increasing developmental disorders #ADHD #ASD #Totsu... ---
[00:00] コメント欄で校調に発達障害について話して欲しいっていうのがたくさんあったので、
[00:05] 今回それについて伺いたいです。
[00:07] うん。よわからんのだ。発達障害っていうのが。だけど全然文科家に聞いてみたんよ。発達障害って何ですか?精神病だっていうの発達障害はね。
[00:18] だったらば今発達障害及びその周辺という
[00:24] 発達障害かどうかなというタイプの子供が
[00:27] 子供全体の6割をおるっていうんやで。
[00:30] 日本はきの国や。6割が発達障害来た
[00:34] おかしいやろ。そんなことはありえない。
[00:36] だから発達障害と似た症状発達障害もきが
[00:41] 教育によってできたと考える方がええ。
[00:44] 本部省あるいはマスコミというのはもう
[00:47] おそらく分かっとるやろ。自分たちが
[00:49] 間違っとったから教育がおかしくなったん
[00:52] や。その証拠として発達障害ができたんや
[00:56] 。きがだったら自分たちの責任を問われる
[01:00] といかもんであれは元々精神病だったんだ
[01:03] ということにしときゃええということや
[01:05] ないかね。発達障害と言われても一ぺ
[01:08] ハトナをつけてなんとかして発達障害もき
[01:12] から脱出させる方法を考えた方がその子の
[01:15] 一緒にとってはいいんじゃない?
[01:19] だからみんなグレーゾーンなんやと思うよ
[01:21] 。私障害みたいに見える。例えばね、よく
[01:25] 問題になっとんのは何?神経症や。神経症
[01:29] と精神病ね。いわゆる分裂症どこが違うん
[01:33] や。うちでやってみると分裂症は治らんよ
[01:37] 。必質障害だ。だけどいわゆる神経症と
[01:40] いうのは治るよ。機能障害なんだ。だから
[01:43] 機能を増大させる。機能が低下しとるから
[01:46] 神経症という症状が出とるんであって機能
[01:49] を増大させると正常にすると神経症が
[01:53] なくなっちゃう。だから機能障害ない。
[01:55] 同じように発達障害と言われてるのも必質
[01:59] 障害と機能障害のおそらく両方があるんだ
[02:02] 。
[02:02] そうしないとあの人数の多さっていうのは分かり知れへんやろ。
[02:06] 最近だと、ま、自閉症アスペルガーって呼ばれるものとかあとは
[02:10] ADHD
[02:11] 注意血管多政治とかがま、増えてるみたいですね。
[02:14] うん。うん。ね、あいつはもう誰がそうするかうちの孫ぐの時多しようと言われとったよ。だけど小学校に入る中学校に入ったら学校で表彰されるぐらいまでになっとったよ。いい人です。
[02:16] [音楽]
[02:29] 言って教育の成果が現れたなんて言い
[02:31] やがってな。たが当たり前やないか。
[02:34] 小さい子というのは小さい子がシューンと
[02:36] しとったらおかしくないだけだけどもそう
[02:39] やって動き回る先生の言いこと悲観医者の
[02:42] 言うことも悲観というのが多症おかしいと
[02:45] されちまうというこれはおかしいよね。
[02:48] 大人の発達障害っていう、ま、その落ち着きのなさが大人になっても出てる人も増えてるって言われてるんですけど、
[02:55] 進歩しなければそのままになっちゃうんじゃないの。で、それで認められちまったらしょうがないやろ。脳さんでもええ、おそらくその状態が楽なんやろうね。本人にとってでそれでよろしいと言われたらそのままおるよね。こ直せ言われたら直すよりしょうがないけどね。
[02:57] [音楽]
[03:11] 1
[03:11] 番いいかんのは達と言われたらば生きていけるということやね。
[03:18] 就職なんかせんでもこれはおかしいんだ
[03:20] から障害なんだから障害者なんだから年金
[03:24] あげましょうというそれをもらうために
[03:27] もう小さい頃ね障害のあれをもらいたがる
[03:30] んや親がよ
[03:34] 昭和とかでも落ち着きのない性とか
[03:37] まおっちょこちょいの大人とかもう

--- 動画: [Sukattto] The story of beating up a big-talking philosophy professor ---
[00:00] 東校拒否の子供がうちで立ち直ってあろう
[00:03] ことかサンフランシスコから神戸泊があっ
[00:07] たからねそこまでの1人のりのヨット
[00:09] レースでクラス優勝したんやでテレビが
[00:12] 呼んでななんであなたはそういうことが
[00:14] できるのか言って言ってきたそれ決まっ
[00:17] とるやないかあ教育が間違って俺が正しい
[00:20] 教育をするからそういう結果が起こるんや
[00:22] ないか言たその視界をやっとったのが哲学
[00:25] の先生よそれで怒り出してなふざけるなと
[00:28] か言お前ごにどうのが見に来い見に来たら
[00:32] 分かるその代わり必ず2回来いよでもう
[00:36] 最初に入ってきた時にできるだけ間もい
[00:41] やつを見ろとそれが2ヶ月後にどういう風
[00:43] になっとるか見ろとそうしたら分かる言っ
[00:45] たって私のものそんなもの見る必要がない
[00:48] とか見たってだめだとか現場が怖いからね
[00:50] あいつらえ言っとったけど分かった行って
[00:52] やるっていうこら言ってやるとはなんや
[00:55] 見せてやると言っとるんやありがたく見せ
[00:58] てもらえまふとふれ言ってねこれが哲学の
[01:01] 教授
[01:02] やれでやってきたんやってきたらねさあ今
[01:06] から出るぞ言って船を出そうとしたらコチ
[01:09] の諸君集まってくださいとか言ってコチ
[01:11] 集めちも出れへんやないかコチがおらん
[01:14] とこに出すわけにいかんからなましがない
[01:16] 行ったれ言うてしたら俺も行こうとしたら
[01:19] お前は来るなっていうでコーチを集めて
[01:23] 言ったことが君たちはなぜあんな
[01:26] ヒットラーみたいな男に従っているんだ
[01:30] っていう言い方をしてあれは鬼やぞ悪魔だ
[01:33] ぞそしたら中の高知の1人がね校長言って
[01:36] 呼んどるんやうんどうした言うたらこの
[01:38] バカがね校長のこと悪魔って言ってますよ
[01:42] それでええんや本当の悪魔はそっちや俺は
[01:46] 神みたいなもんな悪魔から見たら神は悪魔
[01:49] やろ俺を向かって悪魔というのはそいつが
[01:52] 悪魔の証拠やそみんなうえ言って手叩いて
[01:55] 喜んでさあやろやろ言ってこら邪魔するな
[01:59] 言ってねみんな出ていっ
[02:01] てでその時に入ったばっかりのやつが1人
[02:05] よってねこれが脳性症に麻痺ない足がこう
[02:09] うまく歩けるのでそれが入ったばっかりで
[02:12] ただね頭は正常だもんで裏返しのことを
[02:15] やるわけね大学もちゃんと卒業して結構
[02:20] いい成績で卒業しとるだけど人の目に動け
[02:24] その苛立ちがあってね偉そうな口聞くもん
[02:27] でどこへ行ったて就職できへん跳ねられ
[02:31] ちまうやと親が会社をやっとってな社長
[02:34] なんやもうしょうがないから言って自分の
[02:36] とこに入れたそしたら入った初日にね全
[02:39] 従業員集まれ言ってそいつが言い出したで
[02:42] 自分はあの高いところに立って従業員全部
[02:46] 集まってその前でな君たちは生ぜ高校卒な
[02:51] んだから分からないだろうけども人生と
[02:55] いうものは君たちの思ってるようなもん
[02:57] じゃないなんて言い出してそうしたら
[02:58] みんながね現場の人間やからねふざけるな
[03:01] 言うことやで全員自費出してあんなやが

--- 動画: Listen, young people ---
[00:00] 愛国心について質問が多く来ていたので
[00:02] はい。はい。
[00:03] これについて校調にお話いただきたいんですけど黒心は誰でもあるやろ。ないのおるんか?
[00:11] 若い人からの質問だと
[00:13] 校長のお話がだんだん理解できるようになってきて
[00:17] なるほどなと思うことは多いんだけど愛国心だけよくわからないっていうのは
[00:21] うん。ええ、それ自分の心を偽ってない愛国心があるないなんていうことを考えるということは考えるな。
[00:30] 感じろ。考えることは理性だから間違っ
[00:33] とる。感じるのは本能だから正しい。必ず
[00:36] 人間なら愛国心を持ってる。本能として。
[00:40] だから今野球のニュース番組見てごらん。
[00:44] 大谷ばっかりやないか。あれアメリカで
[00:47] 起こっとることや。だけど大谷活躍すると
[00:50] 喜ぶ。これ愛国心やないか。オリンピック
[00:52] の時なんかどうや金メダル何個取った?
[00:55] あれ取ったわ。が残念というは騒ぐやない
[00:58] か。あれ全部愛国やろ。ふざけたことに
[01:01] 愛国は消しからんと言っとった朝日が
[01:04] オリンピックになると愛国愛国心を
[01:06] 盛り上げるんや。ああいうふざけた会社や
[01:08] 。我々は行列な愛国を持っとるんだ。それ
[01:12] が悪いと言われたら困るやろ。
[01:17] 愛国って国を愛する心って書くと思うんですけど
[01:20] 国を守るだから愛の定義からしてごらん愛というのはみんな愛の定義できるかな?難しいこと言わんでもええんだ。ただ守るということ。親が子供を必死になって守ろうとするやろ。あれが子供に対する愛だ。男がまこの頃ちょっと薄れたけど嫁さんを守ろうとする。嫁さんに対する愛だ。家庭を守る家庭に対する愛だ。
[01:44] それを本当にあのバカども偏差のバカども
[01:49] 平等に愛せんといかんのだなんてこと言う
[01:51] じゃん。うちがね前子供引っとる時にバカ
[01:55] がやってきてね。特にマスコミのバカや。
[01:58] あんた自分のとこの子供でも殴れるの
[02:00] かっていう。お前な自分の子供を殴るのは
[02:04] それは親じゃないじゃっつったら自分の
[02:06] 子供が殴れるわけないやろ。それは
[02:09] 消しからんて。どの子供も平等に扱えんと
[02:13] いかんでね。お前できるの?どの子供も
[02:16] 平等に扱えることになったら家庭が崩壊
[02:19] するで。男は朝[笑い]外に出かけて仕事
[02:23] をしてくる。稼ぎにくいんやね。ところが
[02:26] 夕方になるとなんとなくそワそわしてくる
[02:29] 。子供が見えんようになったからない。
[02:31] 大丈夫だろうかと。子供に対する愛がある
[02:33] からね。子供を守ろうとして夕方帰って
[02:37] くるんだ。それがどこの子供でも同じよう
[02:40] に愛せるんなら遠くまで帰らずに会社の隣
[02:43] のうちに入っていくぜ。隣のうちに入って
[02:45] いっても男は安心しやないか。愛するや
[02:49] そこにおるんやからさ、この程度のことが
[02:51] 分からんのか。
[02:54] ご質問いいですか?本能から来る愛国心っていうところで家族とか親族までは僕も分かるんですけど国に広がるかどうかっていうのはちょっと別の総点かなと思ってまして
[03:06] あれはねあれがあの朝日の悪いとこなんや国を愛するのは消しからん子よりこうこうより子で子よりこうは間違いだと
[03:16] 子っていう
[03:17] 公けこうより子が正しいんだと言い続けたやないか朝日だから国を売ったって自分が安
[03:24] ならええんだということになっちまう。
[03:26] そうやね。国があるから自分があるんや。
[03:28] 例えばな子よりこうって言うんなら子が
[03:32] 1人1個人が滅びた時にこの滅びるか滅び
[03:36] へんやろ。こうよりこだからこうよりこ
[03:39] だったらこうが滅びた時に子が滅びるや
[03:41] ないか。そうやね。だからこうの方が大事
[03:44] に決まっとるやん。自分1人の問題やない
[03:47] んや。全体の問題なんや。

--- 動画: [Buddhism] Can enlightenment be defined? ---
[00:16] 悟るっていう言葉についても結構質問が来てたんですけど悟りこれはどういう解釈をされてるの?悟りっていうのはね、心理が分かると見たらええかな。心理とは何かということがあるんよ。仏教とか授教が価だぞいのはあの
[00:17] 2
[00:21] 人とも心理に到達しとるんや。お釈迦も講師もで心理に
[00:27] 到達した後でその達する方法というのを残しておいてく。自分でやれということやね。
[00:29] だから心理教えてもらうもんやなしにそこ
[00:31] に到達して身につけるもんね。それが悟る
[00:34] ということで全部考えることは正しい。
[00:36] 知ってることも正しい。全て正しくなる。
[00:39] 例えば仏教だと如来。如来って言っても
[00:42] ちょっと分からんけどもた型って言うんや
